run_id,tag,model,roc_auc,pr_auc,accuracy,f1,run_dir
20250820_203750,daily_sp500_1,Logistic_Regression,0.524402089173277,0.5050311902483302,0.5098039215686274,0.6457867263236391,experiments/daily_sp500_1_20250820_203750
20250820_203750,daily_sp500_1,Random_Forest,0.5189874496238296,0.5031266621079232,0.5149638802889577,0.5719489981785064,experiments/daily_sp500_1_20250820_203750
20250820_203750,daily_sp500_1,LightGBM,0.4957249482392836,0.486232994901567,0.5098039215686274,0.5915735167669819,experiments/daily_sp500_1_20250820_203750
