timestamp,symbol,action,price,quantity,sl,tp,trailing_stop,strategy,regime,cash_before,cash_after,position_before,position_after,notes
2025-08-29T21:43:48.958968+00:00,AAPL,enter_short,304.19,82,305.99857142857144,301.7785714285714,,SMAStrategy,normal,,,,,
2025-08-29T21:43:49.060020+00:00,AAPL,enter_short,303.95,82,305.06,302.28499999999997,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:49.069643+00:00,MSFT,enter_long,337.92,73,337.10857142857145,339.13714285714286,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:49.173296+00:00,MSFT,enter_long,337.87,73,336.9457142857143,339.2564285714286,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:49.266338+00:00,MSFT,enter_long,338.62,73,337.7235714285714,339.96464285714285,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:50.575791+00:00,MSFT,enter_short,336.69,74,337.82142857142856,334.99285714285713,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:50.672430+00:00,AAPL,enter_long,304.5,82,302.58,307.06,,SMAStrategy,normal,,,,,
2025-08-29T21:43:50.679315+00:00,MSFT,enter_short,336.47,74,337.60357142857146,334.7696428571429,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:50.774654+00:00,AAPL,enter_long,303.81,82,301.85464285714284,306.4171428571429,,SMAStrategy,normal,,,,,
2025-08-29T21:43:50.875924+00:00,AAPL,enter_short,303.67,82,304.84928571428577,301.9010714285714,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:50.998359+00:00,AAPL,enter_short,303.85,82,305.0078571428572,302.11321428571426,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:43:55.442010+00:00,AAPL,enter_long,302.47,82,299.20714285714286,307.36428571428576,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:43:55.539289+00:00,AAPL,enter_long,301.7,82,298.4657142857143,306.5514285714286,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:00.405506+00:00,AAPL,enter_short,308.71,80,310.7992857142857,305.92428571428565,,SMAStrategy,normal,,,,,
2025-08-29T21:44:00.412362+00:00,MSFT,enter_long,334.9,74,334.085,336.12249999999995,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:00.496346+00:00,AAPL,enter_short,309.35,80,311.4521428571429,306.54714285714283,,SMAStrategy,normal,,,,,
2025-08-29T21:44:00.502789+00:00,MSFT,enter_long,335.09,74,334.22999999999996,336.38,,SMAStrategy,low_volatility,,,,,
