mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__num_leaves,param_model__min_child_samples,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.107298040390015,3.0858304949881825,0.13024330139160156,0.10773493177327359,0.9,0.19306977288832497,33,45,-1,0.1,0.6,"{'model__subsample': np.float64(0.9), 'model__reg_lambda': np.float64(0.19306977288832497), 'model__num_leaves': np.int64(33), 'model__min_child_samples': np.int64(45), 'model__max_depth': -1, 'model__learning_rate': np.float64(0.1), 'model__colsample_bytree': np.float64(0.6)}",0.5104037387527148,0.5035865384615384,0.5343173076923077,0.5146296296296297,0.4894242644031913,0.5104722957878763,0.014671782417887962,10
7.53417820930481,4.47436187879148,0.1897645950317383,0.22983752489614748,0.6,10.0,55,50,-1,0.0016681005372000592,0.6,"{'model__subsample': np.float64(0.6), 'model__reg_lambda': np.float64(10.0), 'model__num_leaves': np.int64(55), 'model__min_child_samples': np.int64(50), 'model__max_depth': -1, 'model__learning_rate': np.float64(0.0016681005372000592), 'model__colsample_bytree': np.float64(0.6)}",0.5112569810735339,0.5092403846153846,0.528826923076923,0.5190058479532164,0.5022347244819948,0.5141129722402106,0.009093207877085114,6
12.332517147064209,1.506612688492196,0.08390436172485352,0.017758729171505058,0.8,2.6826957952797246,48,10,8,0.007742636826811269,0.7,"{'model__subsample': np.float64(0.8), 'model__reg_lambda': np.float64(2.6826957952797246), 'model__num_leaves': np.int64(48), 'model__min_child_samples': np.int64(10), 'model__max_depth': 8, 'model__learning_rate': np.float64(0.007742636826811269), 'model__colsample_bytree': np.float64(0.7)}",0.49778932671424136,0.4816346153846154,0.5415865384615385,0.5385867446393762,0.474408484111893,0.5068011418623329,0.0282283527816207,17
8.11716833114624,2.532023642670931,0.05819234848022461,0.009032272277515603,0.6,0.7196856730011514,20,45,-1,0.021544346900318832,0.7,"{'model__subsample': np.float64(0.6), 'model__reg_lambda': np.float64(0.7196856730011514), 'model__num_leaves': np.int64(20), 'model__min_child_samples': np.int64(45), 'model__max_depth': -1, 'model__learning_rate': np.float64(0.021544346900318832), 'model__colsample_bytree': np.float64(0.7)}",0.5169775829972076,0.5249807692307692,0.5403461538461538,0.5182651072124755,0.4942269617548468,0.5189593150082905,0.014898008391129279,2
12.394449758529664,5.716952390793097,0.15567750930786134,0.11616188122715025,0.7,0.013894954943731374,60,35,-1,0.01291549665014884,0.7,"{'model__subsample': np.float64(0.7), 'model__reg_lambda': np.float64(0.013894954943731374), 'model__num_leaves': np.int64(60), 'model__min_child_samples': np.int64(35), 'model__max_depth': -1, 'model__learning_rate': np.float64(0.01291549665014884), 'model__colsample_bytree': np.float64(0.7)}",0.5144760316475333,0.5080288461538461,0.5385,0.5003703703703704,0.4795738341207143,0.5081898164584928,0.01917429436220722,15
11.921317958831787,2.218101898550412,0.19836535453796386,0.16201571496281045,0.6,0.001,46,10,8,0.001,0.7,"{'model__subsample': np.float64(0.6), 'model__reg_lambda': np.float64(0.001), 'model__num_leaves': np.int64(46), 'model__min_child_samples': np.int64(10), 'model__max_depth': 8, 'model__learning_rate': np.float64(0.001), 'model__colsample_bytree': np.float64(0.7)}",0.509598976109215,0.4774423076923077,0.5349903846153846,0.5191812865497076,0.49673612608550766,0.5075898162104245,0.019574804807292095,16
15.750390815734864,4.921236287168489,0.08533821105957032,0.018293739826191844,0.8,0.001,59,25,-1,0.021544346900318832,0.8,"{'model__subsample': np.float64(0.8), 'model__reg_lambda': np.float64(0.001), 'model__num_leaves': np.int64(59), 'model__min_child_samples': np.int64(25), 'model__max_depth': -1, 'model__learning_rate': np.float64(0.021544346900318832), 'model__colsample_bytree': np.float64(0.8)}",0.5145148153893888,0.5081153846153846,0.5421826923076922,0.5205750487329435,0.47031148922823596,0.511139886054729,0.023410142499418984,9
16.56720986366272,4.668284848885758,0.07244462966918945,0.021087872501755603,1.0,0.003727593720314938,52,20,10,0.001,1.0,"{'model__subsample': np.float64(1.0), 'model__reg_lambda': np.float64(0.003727593720314938), 'model__num_leaves': np.int64(52), 'model__min_child_samples': np.int64(20), 'model__max_depth': 10, 'model__learning_rate': np.float64(0.001), 'model__colsample_bytree': np.float64(1.0)}",0.5077809882097425,0.4940144230769231,0.5250721153846153,0.5245516569200779,0.47606002391547253,0.5054958415013664,0.018707575053383812,19
3.122972917556763,1.182928006873936,0.16593265533447266,0.1747054753660651,0.8,0.19306977288832497,51,45,4,0.03593813663804626,0.7,"{'model__subsample': np.float64(0.8), 'model__reg_lambda': np.float64(0.19306977288832497), 'model__num_leaves': np.int64(51), 'model__min_child_samples': np.int64(45), 'model__max_depth': 4, 'model__learning_rate': np.float64(0.03593813663804626), 'model__colsample_bytree': np.float64(0.7)}",0.5173072448029785,0.49223076923076925,0.539875,0.5144444444444445,0.4943347774096799,0.5116384471775745,0.0173976248562633,8
2.6974101066589355,0.22324106051457526,0.12130632400512695,0.16165235586907611,1.0,0.7196856730011514,52,30,4,0.1,1.0,"{'model__subsample': np.float64(1.0), 'model__reg_lambda': np.float64(0.7196856730011514), 'model__num_leaves': np.int64(52), 'model__min_child_samples': np.int64(30), 'model__max_depth': 4, 'model__learning_rate': np.float64(0.1), 'model__colsample_bytree': np.float64(1.0)}",0.5093953614644741,0.517625,0.5098653846153847,0.5146978557504873,0.4977554740948386,0.509867815185037,0.006788744114023433,14
