mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__penalty,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5391715049743653,0.36280346677353364,0.009827804565429688,0.0008778745021701745,l2,0.23357214690901212,"{'model__penalty': 'l2', 'model__C': np.float64(0.23357214690901212)}",0.5504964318957493,0.5180576923076923,0.5183076923076924,0.517719298245614,0.5061552937486523,0.5221472817010799,0.0149029676308359,1
0.09579658508300781,0.052282386647210466,0.01242218017578125,0.00741781872343749,l1,0.12742749857031335,"{'model__penalty': 'l1', 'model__C': np.float64(0.12742749857031335)}",0.5128180266832144,0.5208173076923077,0.5332788461538461,0.514775828460039,0.5052241585478211,0.5173828335074457,0.009380257399608615,9
0.2219392776489258,0.09927865387617807,0.009423446655273438,0.0007905947917611365,l2,0.06951927961775606,"{'model__penalty': 'l2', 'model__C': np.float64(0.06951927961775606)}",0.5415082997207571,0.5181442307692308,0.5224134615384616,0.5162085769980507,0.5086252523866466,0.5213799642826292,0.011010121683741367,3
5.6868797779083256,4.233477993796388,0.02740306854248047,0.03155888841283528,l1,2.636650898730358,"{'model__penalty': 'l1', 'model__C': np.float64(2.636650898730358)}",0.5139621470679491,0.516576923076923,0.5141923076923077,0.5154093567251462,0.509713210358144,0.513970788984094,0.002325404611346234,11
0.06392593383789062,0.016751285568044675,0.020215749740600586,0.004368387893378868,l1,0.003359818286283781,"{'model__penalty': 'l1', 'model__C': np.float64(0.003359818286283781)}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,17
0.10597176551818847,0.036666962848242765,0.015551614761352538,0.0065950779536278785,l1,0.0379269019073225,"{'model__penalty': 'l1', 'model__C': np.float64(0.0379269019073225)}",0.5,0.49922115384615384,0.5164807692307692,0.5069298245614036,0.5474780938192225,0.5140219682915099,0.017840046205587153,10
6.790576219558716,4.059981060797648,0.01192631721496582,0.003210134934052638,l2,54.555947811685144,"{'model__penalty': 'l2', 'model__C': np.float64(54.555947811685144)}",0.5012701675457648,0.5171923076923077,0.514576923076923,0.5182553606237816,0.5105365299041421,0.5123662577685838,0.006153542942106168,14
4.687230634689331,3.263727538605391,0.030102968215942383,0.04228804972491307,l2,2.636650898730358,"{'model__penalty': 'l2', 'model__C': np.float64(2.636650898730358)}",0.5255390940117903,0.517451923076923,0.513451923076923,0.5223294346978558,0.5103110971713093,0.5178166944069603,0.005577070150899933,8
7.48394250869751,4.097960264565438,0.05089831352233887,0.05197105872900465,l2,100.0,"{'model__penalty': 'l2', 'model__C': np.float64(100.0)}",0.5004460130313373,0.5172115384615386,0.5149038461538461,0.5184307992202729,0.510732558367475,0.512344951046894,0.006503133110630356,15
0.11454439163208008,0.09255495878115788,0.030938386917114258,0.0281005994714505,l1,0.006158482110660267,"{'model__penalty': 'l1', 'model__C': np.float64(0.006158482110660267)}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,17
3.215414810180664,2.21410410230588,0.03579368591308594,0.03224461493004596,l2,1.438449888287663,"{'model__penalty': 'l2', 'model__C': np.float64(1.438449888287663)}",0.5449988364877444,0.5175673076923076,0.5138557692307693,0.5214327485380117,0.5079587556113148,0.5211626835120295,0.012719249658733327,4
0.27924723625183107,0.19844001225531896,0.016217565536499022,0.0118712697574556,l2,0.011288378916846888,"{'model__penalty': 'l2', 'model__C': np.float64(0.011288378916846888)}",0.5229211914365498,0.5184423076923077,0.5281826923076923,0.5163157894736843,0.5152314116009645,0.5202186785022397,0.0047747242689333376,7
0.3632199764251709,0.32680476043458934,0.03590402603149414,0.0484462509191433,l2,0.0379269019073225,"{'model__penalty': 'l2', 'model__C': np.float64(0.0379269019073225)}",0.5348084083152342,0.5180961538461539,0.5242019230769231,0.5155068226120858,0.5121537647266383,0.5209534145154071,0.00797216155588754,5
7.355151844024658,4.213376369394094,0.011534357070922851,0.0023526737238974025,l2,8.858667904100823,"{'model__penalty': 'l2', 'model__C': np.float64(8.858667904100823)}",0.5081542817251008,0.5173653846153846,0.5131634615384615,0.5205653021442496,0.5102620900554761,0.5139021040157346,0.00454368302672124,12
9.38968210220337,5.235549910307857,0.018227529525756837,0.009969519995026497,l1,29.763514416313193,"{'model__penalty': 'l1', 'model__C': np.float64(29.763514416313193)}",0.5005041886441204,0.5168269230769231,0.5140096153846153,0.5182163742690059,0.5113500480269735,0.5121814298803276,0.006299088532903909,16
0.12434120178222656,0.14797546029773417,0.015253114700317382,0.006764987906984317,l1,0.011288378916846888,"{'model__penalty': 'l1', 'model__C': np.float64(0.011288378916846888)}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,17
